"c_table","c_facet","c_cid"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""3RTA""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset","{""and"": [{""search"": [""965""], ""source"": ""*""}]}","recordedit"
"isa:dataset","{""and"": [{""search"": [""965""], ""source"": ""*""}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset","{""and"": [{""search"": [""965""], ""source"": ""*""}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:dataset","{""and"": [{""search"": [""965""], ""source"": ""*""}]}","recordedit"
"isa:experiment",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""2660""]}]}","recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-445J""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""2660""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""2660""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:genotype",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""2660""]}]}","recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-445M""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""2660""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""2660""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:molecule_type",NULL,"recordedit"
"vocab:molecule_type",NULL,"recordedit"
"vocab:molecule_type",NULL,"recordedit"
"vocab:target_of_assay",NULL,"recordedit"
"vocab:target_of_assay",NULL,"recordedit"
"vocab:target_of_assay",NULL,"recordedit"
"vocab:chromatin_modifier",NULL,"recordedit"
"vocab:chromatin_modifier",NULL,"recordedit"
"vocab:chromatin_modifier",NULL,"recordedit"
"vocab:chromatin_modifier",NULL,"recordedit"
"isa:sequencing_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-71RY""]}]}","recordedit"
"isa:project_publication",NULL,"recordedit"
"isa:project_publication","{""and"": [{""source"": ""RID"", ""choices"": [""1WVY""]}]}","recordedit"
"isa:project_publication",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1WWG""]}]}","recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70GA""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H0""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:specimen",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:strain","{""and"": [{""search"": [""FVB""], ""source"": ""*""}]}","recordedit"
"vocab:strain","{""and"": [{""search"": [""FVB""], ""source"": ""*""}]}","recordedit"
"vocab:strain",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:stage",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"vocab:anatomy","{""and"": [{""search"": [""head""], ""source"": ""*""}]}","recordedit"
"isa:biosample",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"isa:replicate","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H0""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""dataset"", ""choices"": [""1-70GA""]}]}","recordedit"
"vocab:species",NULL,"recordedit"
"isa:biosample",NULL,"recordedit"
"isa:imaging_data","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H2""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H2""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H0""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H2""]}]}","recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H2""]}]}","recordedit"
"isa:enhancer","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:enhancer",NULL,"recordedit"
"isa:biosample","{""and"": [{""source"": ""RID"", ""choices"": [""1-70H2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001039""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001039""]}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""source"": ""name"", ""choices"": [""Smad4""]}]}","recordedit"
"vocab:gene","{""and"": [{""source"": ""name"", ""choices"": [""Smad4""]}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene_summary",NULL,"recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""27DW""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""dlx3""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"vocab:gene_summary",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""source"": ""RID"", ""choices"": [""1-4SAW""]}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene","{""and"": [{""search"": [""hand2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"vocab:species",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene",NULL,"recordedit"
"vocab:gene","{""and"": [{""search"": [""satb2""], ""source"": ""*""}]}","recordedit"
"vocab:gene_summary",NULL,"recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""8DC""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""8DC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50JC""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515C""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515C""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-513G""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515C""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515C""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515J""]}]}","recordedit"
"vocab:gene_summary","{""and"": [{""source"": ""RID"", ""choices"": [""1-515J""]}]}","recordedit"
"isa:experiment",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:dataset_chromosome",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"isa:experiment",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-709R""]}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"vocab:experiment_type","{""and"": [{""search"": [""genome""], ""source"": ""*""}]}","recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-709R""]}]}","recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-709R""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E4""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E2""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E0""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E0""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50E0""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""25RG""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001045""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001044""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001044""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001044""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001042""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001042""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001042""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001041""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001041""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DM""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DM""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001041""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001040""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001040""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001040""]}]}","recordedit"
"isa:experiment",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:publication","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DW""]}]}","recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001044""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001044""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001042""]}]}","recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001041""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:experiment","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DE""]}]}","recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001040""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001049""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"vocab:experiment_type",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001046""]}]}","recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001047""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication",NULL,"recordedit"
"isa:publication","{""and"": [{""source"": ""accession"", ""choices"": [""FB00001048""]}]}","recordedit"
"isa:publication",NULL,"recordedit"
"isa:dataset_chromosome","{""and"": [{""source"": ""RID"", ""choices"": [""1-50DY""]}]}","recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-70GA""]}]}","recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:project",NULL,"recordedit"
"isa:dataset",NULL,"recordedit"
"viz:model","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:dataset",NULL,"recordedit"
"isa:dataset","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:thumbnail","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"isa:imaging_data",NULL,"recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
"viz:model","{""and"": [{""source"": ""RID"", ""choices"": [""1-517M""]}]}","recordedit"
"vocab:anatomy",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"isa:replicate",NULL,"recordedit"
"vocab:instrument",NULL,"recordedit"
"vocab:image_creation_device",NULL,"recordedit"
"isa:imaging_data",NULL,"recordedit"
"vocab:file_format",NULL,"recordedit"
"isa:thumbnail",NULL,"recordedit"
