"c_table","c_facet","c_cid"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQY""]}]}","recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQY""]}]}","recordedit"
"Zebrafish:Image",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQW""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQW""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ6""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ8""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJA""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""3P2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRJ""]}]}","recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Synapse:Protocol",NULL,"recordedit"
"Zebrafish:Cohort Analysis",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BST""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BST""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT0""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT0""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ2""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT2""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQ8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQ8""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQA""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ4""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQT""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJA""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJ6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BQR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BW8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWG""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWG""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV0""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV0""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BVA""]}]}","recordedit"
"Zebrafish:Image","{""and"": [{""source"": ""RID"", ""choices"": [""1EJA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXA""]}]}","recordedit"
"Synapse:Person",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BX8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BX8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXG""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXG""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXJ""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWY""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWW""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BT8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BTP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BR8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRA""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BR8""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BXR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BPR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BPT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BPR""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BPT""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSC""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS2""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BS6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BSP""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV4""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV4""]}]}","recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:DNA Construct",NULL,"recordedit"
"Zebrafish:DNA Construct",NULL,"recordedit"
"Zebrafish:DNA Construct",NULL,"recordedit"
"Zebrafish:DNA Construct",NULL,"recordedit"
"Zebrafish:DNA Construct",NULL,"recordedit"
"Zebrafish:RNA Construct",NULL,"recordedit"
"Zebrafish:RNA Construct",NULL,"recordedit"
"Zebrafish:RNA Construct",NULL,"recordedit"
"Zebrafish:RNA Construct",NULL,"recordedit"
"Zebrafish:RNA Construct",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV6""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BV6""]}]}","recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWE""]}]}","recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Synapse:FScope",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWE""]}]}","recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWC""]}]}","recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWC""]}]}","recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Image",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWP""]}]}","recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWM""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BWP""]}]}","recordedit"
"Zebrafish:Genetic Background",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Subject",NULL,"recordedit"
"Zebrafish:Behavior",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRE""]}]}","recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRE""]}]}","recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRG""]}]}","recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Person",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Microscope Type",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Synapse:Protocol Step",NULL,"recordedit"
"Zebrafish:Image Region","{""and"": [{""source"": ""RID"", ""choices"": [""1BRG""]}]}","recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
"Zebrafish:Brain Anatomy",NULL,"recordedit"
