"c_table","c_facet","c_cid"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CWME""]}]}","recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""NextSeq500""]}]}","recordedit"
"Vocab:Alignment_Format","{""and"": [{""source"": ""Name"", ""choices"": [""bam""]}]}","recordedit"
"Vocab:File_Type","{""and"": [{""source"": ""Name"", ""choices"": [""bigWig""]}]}","recordedit"
"Vocab:Transcriptome_Model","{""and"": [{""source"": ""Name"", ""choices"": [""RefSeq""]}]}","recordedit"
"RNASeq:Experiment_Settings","{""and"": [{""source"": ""RID"", ""choices"": [""16-CWME""]}]}","recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXG""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXG""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Vocab:Alignment_Format","{""and"": [{""source"": ""Name"", ""choices"": [""bam""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""NextSeq500""]}]}","recordedit"
"Vocab:Transcriptome_Model","{""and"": [{""source"": ""Name"", ""choices"": [""RefSeq""]}]}","recordedit"
"Vocab:File_Type","{""and"": [{""source"": ""Name"", ""choices"": [""bigWig""]}]}","recordedit"
"RNASeq:Experiment_Settings","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXG""]}]}","recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXG""]}]}","recordedit"
"RNASeq:Replicate","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXY0""]}]}","recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXY6""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXY6""]}]}","recordedit"
"Vocab:Alignment_Format","{""and"": [{""source"": ""Name"", ""choices"": [""bam""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""NextSeq500""]}]}","recordedit"
"Vocab:Transcriptome_Model","{""and"": [{""source"": ""Name"", ""choices"": [""RefSeq""]}]}","recordedit"
"Vocab:File_Type","{""and"": [{""source"": ""Name"", ""choices"": [""bigWig""]}]}","recordedit"
"RNASeq:Experiment_Settings","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXY6""]}]}","recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-D0RE""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-D0RE""]}]}","recordedit"
"Vocab:Alignment_Format","{""and"": [{""source"": ""Name"", ""choices"": [""bam""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""yes""]}]}","recordedit"
"Vocab:Sequencing_Platform","{""and"": [{""source"": ""Name"", ""choices"": [""NextSeq500""]}]}","recordedit"
"Common:boolean_xref","{""and"": [{""source"": ""text_value"", ""choices"": [""no""]}]}","recordedit"
"Vocab:File_Type","{""and"": [{""source"": ""Name"", ""choices"": [""bigWig""]}]}","recordedit"
"Vocab:Transcriptome_Model","{""and"": [{""source"": ""Name"", ""choices"": [""RefSeq""]}]}","recordedit"
"RNASeq:Experiment_Settings","{""and"": [{""source"": ""RID"", ""choices"": [""16-D0RE""]}]}","recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Aligner",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Reference_Genome",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Vocab:Library_Type",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Protocol:Reference",NULL,"recordedit"
"Protocol:Reference","{""and"": [{""source"": ""Category"", ""choices"": [""Library construction protocol""]}]}","recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Library_Selection",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"Vocab:Sequencing_Platform",NULL,"recordedit"
"RNASeq:Experiment_Settings",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW0""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Common:Gene","{""and"": [{""search"": [""w""], ""source"": ""*""}]}","recordedit"
"Common:Gene","{""and"": [{""search"": [""Wnt1""], ""source"": ""*""}, {""source"": ""Any_Data"", ""choices"": [true]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}, {""source"": [{""inbound"": [""Common"", ""Gene_Species_fkey""]}, ""RID""], ""choices"": [""Q-4J84""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}, {""source"": [{""inbound"": [""Common"", ""Gene_Species_fkey""]}, ""RID""], ""choices"": [""Q-4J84""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}, {""source"": [{""inbound"": [""Common"", ""Gene_Species_fkey""]}, ""RID""], ""choices"": [""Q-4J84""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Cell_Line:Mouse_Strain",NULL,"recordedit"
"Cell_Line:Mouse_Strain","{""and"": [{""search"": [""c57""], ""source"": ""*""}]}","recordedit"
"Cell_Line:Mouse_Strain","{""and"": [{""search"": [""Wnt1""], ""source"": ""*""}]}","recordedit"
"Cell_Line:Mouse_Strain","{""and"": [{""search"": [""Wnt1Cre; Tdtomato""], ""source"": ""*""}]}","recordedit"
"Microarray:Sample",NULL,"recordedit"
"Legacy_RNASeq:Sample",NULL,"recordedit"
"Legacy_RNASeq:Sample","{""and"": [{""search"": [""Adult_Wnt1""], ""source"": ""*""}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Legacy_RNASeq:Sample","{""and"": [{""search"": [""Adult_Wnt1Cre_M_""], ""source"": ""*""}]}","recordedit"
"Legacy_RNASeq:Sample","{""and"": [{""search"": [""Adult_Wnt1Cre_M_1278_9""], ""source"": ""*""}]}","recordedit"
"Gene_Expression:Slide",NULL,"recordedit"
"Gene_Expression:Slide","{""and"": [{""search"": [""Wnt1""], ""source"": ""*""}]}","recordedit"
"Gene_Expression:Slide","{""and"": [{""search"": [""Wnt1red_SYPgreen_Krt5white_Mouse""], ""source"": ""*""}]}","recordedit"
"Gene_Expression:Slide","{""and"": [{""search"": [""Wnt1red_SYPgreen_Krt5white_Mouse Adult""], ""source"": ""*""}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}, {""source"": [{""inbound"": [""Common"", ""Gene_Species_fkey""]}, ""RID""], ""choices"": [""Q-4J84""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Vocabulary:Species","{""and"": [{""source"": ""Name"", ""choices"": [""Mus musculus""]}]}","recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Vocabulary:Fixation",NULL,"recordedit"
"Vocabulary:Fixation",NULL,"recordedit"
"Vocabulary:Fixation",NULL,"recordedit"
"Vocabulary:Fixation",NULL,"recordedit"
"Vocabulary:Fixation",NULL,"recordedit"
"Vocabulary:Embedding",NULL,"recordedit"
"Vocabulary:Embedding",NULL,"recordedit"
"Vocabulary:Embedding",NULL,"recordedit"
"Vocabulary:Embedding",NULL,"recordedit"
"Vocabulary:Embedding",NULL,"recordedit"
"Gene_Expression:Wild_Type",NULL,"recordedit"
"Gene_Expression:Wild_Type",NULL,"recordedit"
"Gene_Expression:Wild_Type",NULL,"recordedit"
"Gene_Expression:Wild_Type",NULL,"recordedit"
"Gene_Expression:Wild_Type",NULL,"recordedit"
"Vocab:Kidney_Phenotype",NULL,"recordedit"
"Vocab:Kidney_Phenotype",NULL,"recordedit"
"Vocab:Kidney_Phenotype",NULL,"recordedit"
"Vocab:Kidney_Phenotype",NULL,"recordedit"
"Vocab:Kidney_Phenotype",NULL,"recordedit"
"Vocabulary:Sex",NULL,"recordedit"
"Vocabulary:Sex",NULL,"recordedit"
"Vocabulary:Sex",NULL,"recordedit"
"Vocabulary:Sex",NULL,"recordedit"
"Vocabulary:Sex",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Gene_Expression:Specimen","{""and"": [{""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Gene_Association_Specimen_RID_fkey""]}, {""outbound"": [""Gene_Expression"", ""Specimen_Gene_Association_NCBI_GeneID_fkey""]}, ""NCBI_Symbol""], ""choices"": [""Wnt1""]}]}","recordedit"
"Gene_Expression:Specimen","{""and"": [{""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Gene_Association_Specimen_RID_fkey""]}, {""outbound"": [""Gene_Expression"", ""Specimen_Gene_Association_NCBI_GeneID_fkey""]}, ""NCBI_Symbol""], ""choices"": [""Wnt1""]}]}","recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Vocab:Preparation",NULL,"recordedit"
"Vocab:Preparation",NULL,"recordedit"
"Vocab:Preparation",NULL,"recordedit"
"Vocab:Preparation",NULL,"recordedit"
"Vocab:Preparation",NULL,"recordedit"
"Vocabulary:Developmental_Stage",NULL,"recordedit"
"Vocabulary:Developmental_Stage",NULL,"recordedit"
"Vocabulary:Developmental_Stage",NULL,"recordedit"
"Vocabulary:Developmental_Stage",NULL,"recordedit"
"Vocabulary:Developmental_Stage",NULL,"recordedit"
"Vocabulary:Assay_Type",NULL,"recordedit"
"Vocabulary:Assay_Type",NULL,"recordedit"
"Vocabulary:Assay_Type",NULL,"recordedit"
"Vocabulary:Assay_Type",NULL,"recordedit"
"Vocabulary:Assay_Type",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Vocabulary:Species",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Gene_Expression:Image","{""and"": [{""source"": ""RID"", ""choices"": [""16-E0A0""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"Common:Gene",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Consortium",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Person",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Common:Principal_Investigator",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Common:Gene",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Specimen",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Gene_Expression:Image",NULL,"recordedit"
"Vocab:Status","{""and"": [{""source"": ""Name"", ""choices"": [""In Preparation""]}]}","recordedit"
"RNASeq:Study","{""and"": [{""source"": ""RID"", ""choices"": [""16-2CNW""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"RNASeq:Study","{""and"": [{""source"": ""RID"", ""choices"": [""16-2CNW""]}]}","recordedit"
"RNASeq:Experiment","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXG""]}]}","recordedit"
"RNASeq:Replicate","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXJ""]}]}","recordedit"
"RNASeq:File","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXJ""]}]}","recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"RNASeq:File","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXXR""]}]}","recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"RNASeq:File",NULL,"recordedit"
"RNASeq:File",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"RNASeq:File","{""and"": [{""source"": ""RID"", ""choices"": [""16-CXY0""]}]}","recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"Vocab:File_Type",NULL,"recordedit"
"RNASeq:File",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW0""]}]}","recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Vocab:Status",NULL,"recordedit"
"Cell_Line:Reporter_Cell_Line","{""and"": [{""source"": ""RID"", ""choices"": [""Q-2CW0""]}]}","recordedit"
"Cell_Line:Cell_Line",NULL,"recordedit"
"Gene_Expression:Specimen","{""and"": [{""source"": ""RID"", ""choices"": [""Q-28DC""]}]}","recordedit"
"Cell_Line:Cell_Line",NULL,"recordedit"
"Cell_Line:Cell_Line",NULL,"recordedit"
"Cell_Line:Cell_Line",NULL,"recordedit"
"Cell_Line:Cell_Line",NULL,"recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cap""], ""source"": ""*""}]}","recordedit"
"Gene_Expression:Specimen_Expression","{""and"": [{""source"": ""RID"", ""choices"": [""Q-28DC""]}]}","recordedit"
"Gene_Expression:Specimen_Expression","{""and"": [{""source"": ""RID"", ""choices"": [""Q-28DC""]}]}","recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cap""], ""source"": ""*""}]}","recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cap mesenchyme""], ""source"": ""*""}]}","recordedit"
"Vocabulary:Anatomy",NULL,"recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cap mesenchyme""], ""source"": ""*""}]}","recordedit"
"Gene_Expression:Specimen_Expression",NULL,"recordedit"
"Gene_Expression:Specimen_Tissue","{""and"": [{""source"": ""Specimen_RID"", ""choices"": [""Q-28DC""]}, {""source"": ""Tissue"", ""choices"": [""EMAPA:27621""]}]}","recordedit"
"Vocabulary:Anatomy","{""and"": [{""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Expression_Region_fkey""]}, ""RID""], ""not_null"": true}]}","recordedit"
"Vocabulary:Anatomy","{""and"": [{""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Expression_Region_fkey""]}, ""RID""], ""not_null"": true}]}","recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cortex""], ""source"": ""*""}, {""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Expression_Region_fkey""]}, ""RID""], ""not_null"": true}]}","recordedit"
"Vocabulary:Anatomy","{""and"": [{""search"": [""cortex""], ""source"": ""*""}, {""source"": [{""inbound"": [""Gene_Expression"", ""Specimen_Expression_Region_fkey""]}, ""RID""], ""not_null"": true}]}","recordedit"
"Gene_Expression:Specimen_Tissue","{""and"": [{""source"": ""Specimen_RID"", ""choices"": [""Q-28DC""]}, {""source"": ""Tissue"", ""choices"": [""EMAPA:27621""]}]}","recordedit"
"Gene_Expression:Expression_Strength",NULL,"recordedit"
"Gene_Expression:Expression_Strength",NULL,"recordedit"
"Gene_Expression:Specimen_Expression","{""and"": [{""source"": ""RID"", ""choices"": [""16-E0FE""]}]}","recordedit"
"Gene_Expression:Expression_Strength",NULL,"recordedit"
"Gene_Expression:Expression_Strength",NULL,"recordedit"
"Gene_Expression:Expression_Strength",NULL,"recordedit"
"Gene_Expression:Expression_Strength_Modifier",NULL,"recordedit"
"Gene_Expression:Expression_Strength_Modifier",NULL,"recordedit"
"Gene_Expression:Expression_Strength_Modifier",NULL,"recordedit"
